s_1482[p],ttccoa
s_1486[c],hpglu
s_1487[c],thf
s_1488[m],thf
s_1489[c],thm
s_1490[e],thm
s_1491[c],thrtrna
s_1492[m],thrtrna
s_1493[c],thymd
s_1494[e],thymd
s_1497[c],thmmp
s_1498[e],thmmp
s_1503[c],acon_T
s_1504[m],acon_T
s_1507[p],dc2coa
s_1510[p],dd2coa
s_1513[p],hxc2coa
s_1516[p],od2coa
s_1519[p],td2coa
s_1520[c],tre
s_1521[e],tre
s_1522[v],tre
s_1524[c],tag_cho
s_1527[c],trptrna
s_1528[m],trptrna
s_1529[c],ind3eth
s_1530[e],ind3eth
s_1531[m],ind3eth
s_1532[c],thmtp
s_1533[c],tyrtrna
s_1534[m],tyrtrna
s_1537[m],q6
s_1538[c],udp
s_1539[g],udp
s_1540[n],udp
s_1541[c],udpgal
s_1542[g],udpgal
s_1543[c],udpg
s_1544[c],uacgam
s_1545[c],ump
s_1546[g],ump
s_1547[m],ump
s_1548[n],ump
s_1549[lp],udcpdp
s_1550[c],ura
s_1551[e],ura
s_1552[c],urea
s_1553[e],urea
s_1554[c],allphn
s_1555[c],urdglyc
s_1556[c],uri
s_1557[e],uri
s_1558[c],uppg3
s_1559[c],utp
s_1560[m],utp
s_1561[c],valtrna
s_1562[m],valtrna
s_1563[c],xtsn
s_1564[e],xtsn
s_1565[c],xmp
s_1566[c],xylt
s_1567[e],xylt
s_1568[ce],zymst
s_1569[c],zymst
s_1571[e],zymst
s_1572[lp],zymst
s_1576[c],M00963
s_1577[c],M00959
s_1579[c],M01067
s_1582[c],trnaala
s_1583[c],trnaarg
s_1584[m],trnaarg
s_1585[c],trnaasn
s_1586[m],trnaasn
s_1587[c],trnaasp
s_1588[m],trnaasp
s_1589[c],trnacys
s_1590[c],trnagln
s_1591[c],trnaglu
s_1592[m],trnaglu
s_1593[c],trnagly
s_1594[c],trnahis
s_1595[m],trnahis
s_1596[c],trnaile
s_1597[m],trnaile
s_1598[c],trnaleu
s_1599[m],trnaleu
s_1600[c],trnalys
s_1601[m],trnalys
s_1602[c],trnamet
s_1603[m],trnamet
s_1604[c],trnaphe
s_1605[m],trnaphe
s_1606[c],trnapro
s_1607[c],trnaser
s_1608[c],trnathr
s_1609[m],trnathr
s_1610[c],trnatrp
s_1611[m],trnatrp
s_1612[c],trnatyr
s_1613[m],trnatyr
s_1614[c],trnaval
s_1615[m],trnaval
s_1616[c],trdrd
s_1617[m],trdrd
s_1618[n],trdrd
s_1619[p],trdrd
s_1620[c],trdox
s_1621[m],trdox
s_1622[n],trdox
s_1623[p],trdox
s_2763[c],kynate
s_1845[m],ACP
s_2766[e],44mzym
s_2768[e],ergtetrol
s_2770[m],actACP
s_2772[m],3ohexACP
s_2774[m],3ooctACP
s_2775[m],3hbutACP
s_2776[m],3hhexACP
s_2777[m],3hoctaACP
s_2779[m],thex2eACP
s_2780[m],toct2eACP
s_2781[erm],ddcacoa
s_2782[erm],malcoa
s_2783[erm],h
s_2784[erm],co2
s_2785[erm],coa
s_2786[erm],3otdcoa
s_2787[erm],tdcoa
s_2788[erm],3ohdcoa
s_2789[erm],pmtcoa
s_2790[erm],3ohodcoa
s_2791[erm],stcoa
s_2792[erm],CE2251
s_2793[erm],arachcoa
s_2794[erm],CE2250
s_2795[erm],docoscoa
s_2796[erm],CE2253
s_2797[erm],ttccoa
s_2798[erm],3ohxccoa
s_2799[erm],nadph
s_2800[erm],nadp
s_2801[erm],3htdcoa
s_2802[erm],3hhdcoa
s_2803[erm],CE2248
s_2804[erm],CE2247
s_2805[erm],CE2246
s_2806[erm],CE2249
s_2808[erm],h2o
s_2809[erm],td2coa
s_2810[erm],hdd2coa
s_2811[erm],od2coa
s_2814[erm],CE2245
s_2815[erm],hxc2coa
s_2816[erm],hexccoa
s_2817[erm],o2
s_2818[erm],nadh
s_2819[erm],hdcoa
s_2820[erm],nad
s_2821[erm],ocdce9coa
s_2822[e],but
s_2824[e],hxa
s_2826[e],ocdcea
s_2828[c],but
s_2829[c],hxa
s_2831[erm],atp
s_2832[erm],ddca
s_2833[erm],amp
s_2834[erm],ppi
s_2835[erm],ttdca
s_2836[erm],hdca
s_2837[erm],hdcea
s_2838[erm],ocdca
s_2839[erm],ocdcea
s_2840[lp],atp
s_2841[lp],ddca
s_2842[lp],amp
s_2843[lp],ddcacoa
s_2844[lp],ttdca
s_2845[lp],tdcoa
s_2846[lp],hdca
s_2847[lp],pmtcoa
s_2848[lp],hdcea
s_2849[lp],hdcoa
s_2850[lp],ocdca
s_2851[lp],stcoa
s_2852[lp],ocdcea
s_2853[lp],ocdce9coa
s_2854[p],hdcoa
s_2855[p],ocdcea
s_2856[ce],atp
s_2857[ce],coa
s_2858[ce],arach
